LÔ-MÁ-JĪ,HÀN-JĪ,IA̍H-SÒ͘
Peh8-hue-a2-tshau2,白花仔草,355
Te5-si5-hong5,茶匙黃,355
Siunn-su-tshau2,相思草,355
Kim-tsinn5-poh8-ho,金錢薄荷,355
Hoo2-ka7-hong5,虎咬廣,355
Poo3-kut-siau,布骨梢,355
phann3-kut-siau,€骨橚,356
Peh8-phann3-kut-siau,白€骨橚,356
Ang5-phann3-kut-siau,紅€骨橚,356
Kue-kha-tshau2,鷄脚草,356
Tik8-lan5,澤蘭,356
Lok8-a2-tshai3,鹿仔菜,356
Ah-bu2-tshau2,益母草,356
Peh8-ah-be2-tshau2,白益母草,356
Peh8-khun-tshau2,白昆草,356
Kim-tsinn5-poh8-ho,金錢薄荷,357
Peh8-hue-tshau2,白花草,357
Tshau2-be2-hong5,鼠尾黃,357
Poh8-ho,薄荷,357
Sian-tshau2,仙草,357
Thoo2-giu5-tshit,土牛七,358
Thih-bok8-kun3,鐵木棍,358
It-ki-hiunn,一枝香,358
Hiunn-ju5,香榆,358
Hiunn-hu5,香符,358
Tshua3-pan2-tshau2,蔡板草,358
Kau2-tsan3-thah,九層塔,358
Tsi2-soo,紫蘇,358
Ang5-tsi2-soo,紅紫蘇,358
Suann-tsi2-soo,山紫蘇,359
Peh8-tsi2-soo,白紫蘇,359
He5-koo-tshau2,蝦蛄草,360
Hiong3-thian-tsuann2,向天盞,360
Huan-kiunn,蕃姜、蕃薑,361
Ban7-tho5-hue,萬桃花,362
Phah-pua3-uann2-hue,打破碗花,362
Te7-kut-phi5,地骨皮,362
Kam-a2-bìt8,甘仔蜜,362
Ang5-hi7-a2-tshu3,紅耳仔厝,362
Koo2-ki2,枸杞,362
Ang5-hi7-a2-bit8,紅耳仔蜜,362
Huan-kiunn,蕃薑,362
Hun-tshau2,煙草,363
Ting-long5-tshau2,登郎草,363
Phau3-a2-tshau2,炮仔草,363
Kam-a-bit8,甘仔蜜,363
Peh8-kau7-phoh,白厚朴,363
Iah8-a2-tshau2,蝶仔草,363
Kim-tiau3-liu2,金€鈕,363
Hi7-kau-tshau2,耳鉤草,363
Ng5-tsui2-kio5,黃水茄,364
Goo7-theh8-kio5,五宅茄,364
Tshi3-kam-a2,刺柑仔,364
Ng5-tsui2-kio5,黃水茄,364
Liu2-a2-kio5,鈕仔茄,364
Liu2-a2-hong5,柳仔黃,364
Kio5,茄,364
Kio5-a2,茄仔,364
OO-tshi3-kio5,烏刺茄,364
OO-tsi2-a2-tshai3,烏子仔菜,364
OO-tsi2-a2-tshau2,烏子仔草,364
OO-a2-tshai3,烏仔菜,364
OO-tsi2-kio5,烏子茄,364
Tshi3-kio5,刺茄,364
Tsui2-kio5,水茄,364
Liu2-hioh8-kio5,柳葉茄,365
Liu2-a2-kio5,鈕仔茄,365
Thoo2-hun,土烟,365
Ban7-tho5-hue,萬桃花,365
Jit8-pun2-han-tsu5,日本番薯,365
Ho5-lan5-tsu5,荷蘭薯,365
Huan-a2-han-tsu5,蕃仔蕃薯,365
Bang2-a2-hun,蚊仔煙,365
Suann-hun-tshau2,山煙草,365
Sinn-mng5-tsiong-kun,生毛將軍,365
Suann-huan-a2-hun,山蕃仔煙,365
Thoo2-hun,土煙,365
Kim-so2-si5,金鎖匙,365
Ting7-king-tshau2,定經草,366
Kue-tsih8-hong5,鷄舌黃,366
Ah-tsih8-hong5,鴨舌黃,366
Ah-bu2-tshau2,鴨母草,366
Ting7-king-tshau2,定經草,366
Tsui2-ting-hong5,水丁黃,366
Tshan5-hiunn-tshau2,田香草,366
Kian3-hong5-hong5,見紅黃,367
Lak8-kak-ting7-king-tshau2,六角定經草,367
Gong7-tshiu7,戇樹,368
Lam5-tau5-ngoo5-tong5,南投梧桐,368
Ngoo5-tong5,梧桐,368
Tua7-gong7-tshiu7,大戇樹,368
Ngoo5-tong5,梧桐,368
Peh8-tong5,白桐,368
Gong7-tshiu7,戇樹,368
To2-tue7-gia5-kang,倒地蜈蚣,369
Ting3-tue7-gia5-kang,釘地蜈蚣,369
Suann-kuah-tshai3,山葛菜,370
Suann-tshai3-tau7,山菜豆,371
Suann-khoo2-ling7,山苦楝,371
khoo2-ling7-ku7,苦楝舅,371
Peh8-mua5,白麻,371
OO-mua5,烏麻,371
Tsi-mua5,芝麻,371
Iu5-mua5,油麻,371
Kim-so2-si5,金鎖匙,371
Te5-si5-hong5,茶匙黃,371
OO7-koo-tshau2,芋菰草,371
Kim-hi5-tshau2,金魚草,373
Tsit-a2-tann2,鯽仔膽,375
Lak8-kak-ing,六角英,375
Tsiam-be2-hong,尖尾峯,375
Tik8-lan5,澤蘭,375
Tshu2-be2-hong5,鼠尾紅,375
Sio2-tshu2-be2-hong5,小鼠尾黃,375
Beh-sui7-hong,麥穗黃,375
Hong7-be2-hong5,鳳尾黃,375
Tshu2-kun-hong5,鼠筋黃,375
Tshu2-be2-hong5,鼠尾黃,376
Suann-tshinn,山菁,376
Tua7-tshinn,大菁,376
Khoo2-na5-puann5,苦藍盤,377
Tinn-a2-puann5,甜仔盤,377
Gi7-na5-puann5,義藍盤,377
Ku-tsian5-tshau2,車前草,377
Goo7-kun-tshau2,五根草,377
Ah-tsih-hong5,鴨舌黃,377
Te5-si5-hong5,茶匙黃,377
Hoo2-tshi3,虎刺,379
Kau2-kut-á,狗骨仔,379
Suann-ng5-ki,山黃枝,380
Suann-ng5-kinn,山黃梔,380
Ng5-ki-hue,黃枝花,380
Ng5-ki,黃枝,380
Peh8-jin5,白仁,380
Peh8-lin5,白隣,380
Sian7-pok8,善薄,380
Su3-kui3-ng5-ki,四季黃枝,381
Kau2-kut-siau,狗骨消,381
Sian-tan,仙丹,381
Tsui2-tang-kue,水冬瓜,382
Lai5-a2,梨仔,383
Lam2-jin5-ku7,欖仁舅,383
Ling5-thoo3-tsu,龍吐珠,384
Tsu-a2-tshau2,珠仔草,384
Ting7-king-tshau2,定經草,384
Kue-tsi-tshau2,瓜子草,384
Kau-tin5,鈎藤,385
To3-tiau3-hong,倒€風,385
Kue-sai2-tin5,鷄屎藤,385
Kue-phang-tin5,鷄香藤,385
Peh8-kue-sai2-tin5,白鷄屎藤,385
Khinn5-piah-ling5,€壁龍,386
Hong-put-tong7-tin5,風不動藤,386
Tshi3-a2,刺仔,386
Ang5-tin5-a2-tshau2,紅藤仔草,386
Ang5-kun-a2-tshau2,紅根仔草,386
Kim-kiam3-tshau2,金劍草,386
Phun3-seh,噴雪,387
Tsui2-kim-kiann,水金京、水金驚,387
Tsui2-hun5-a2,水魂仔,387
Tsui2-kim-tiann7,水金定,387
Phann3-kut-siau,€骨消,388
Tshit-hioh8-lian5,七葉蓮,388
Kim-gun5-hue,金銀花,388
Jim2-tang-tin5,忍冬藤,388
Su3-si5-tshun,四時春,388
Suann-ti-bah,山豬肉,388
Ang5-tsi2-a2,紅子仔,389
Tshuan-san-liong5,穿山龍,391
Tang-kue,冬瓜、苳瓜,391
Si-kue,西瓜,392
Am-kue,菴瓜、庵瓜,392
Tshi2-kue,刺瓜、莿瓜,392
Kim-kue,金瓜,392
Kim-kue,金瓜,393
Kim-si-goo2-jiau2-ling5,金絲五爪龍,393
Ling5-tshiu-tin5,龍鬚藤,393
Goo2-jiau2-hun2-tin5,五爪粉藤,393
Pu5-a2,匏仔,393
Ho5-loo5-pu5,葫蘆匏,393
Tshai3-kue,菜瓜,393
Si-kue,絲瓜,393
To3-tiau3-kim-tsing,倒€金鐘,394
Suann-tshi3-kue,山刺瓜,394
Khoo2-kue,苦瓜,394
Tshau3-sai2-kue,臭屎瓜,394
Na5-tau5-koo,林投菰,394
Bok8-pih-tsu2,木鼈子,394
Thian-tshau2,天草,394
Kau2-sai2-kue,狗屎瓜,394
Tshau3-kue,臭瓜,394
Kau2-sai2-kue,狗屎瓜,395
Tsui2-sian-hue-tshau2,水仙花草,397
Liam-lat8-a2-tshau2,拈力仔草,397
Tsui2-tshau2,水草,397
Sue3-hioh8-tsui2-tshau2,細葉水草,397
Si3-hioh8-tsi2-soo,四葉紫蘇,398
Tik-tsat-hong5,竹節黃,398
Lam5-hong-tshau2,南風草,398
It-ki-hiunn,一枝香,398
Liu2-a2-hong5,柳仔黃,398
Sue3-pun2-tshan5-inn-png7,細本蜻蜓飯,398
Bang2-a2-hun-tshau2,蚊仔煙草,400
Tshinn-o-tshau2,青萵草,400
Tshinn-o,青荷,400
Tsin-tsu-tshai3,珍珠菜、真珠菜,400
Kak-tshai3,角菜,400
Tinn-tshai3,甜菜,400
Hiann7,艾,401
Ki5-gai7,祈艾,401
Siong-sit8-tshau2,傷食草,401
Khui-pi5-tshau2,開脾草,401
Thih-tio3-kuann,鐵釣竿,402
Suann-khoo2-ling7,山苦楝,402
Ham5-hong-tshau2,咸豐草,402
Tong5-ti7-tshau2,同治草,402
Tai7-hong-tshau2,大楓草、大風草,403
Tai7-ting-hong5,大丁黃,403
Tai7-hong5-tshau2,大黃草,403
Kua3-tshiu2-hiunn,蓋手香,403
Sann-liam7-tshau2,三€草,403
Sinn-mng5-tsiong-kun,生毛將軍,403
Suann-peh8-tshai3,山白菜,403
Tsau2-be2-thai,走馬胎,404
Sang-hap8-kiam3-hioh8-tshau2,雙合劍葉草,404
Mng5-tsiong-kun,毛將軍,404
Thoo3-hi7-tshau2,兔耳草,404
Kim-tsuann2,金盞,404
Tsu-a2-tshau2,珠仔草,405
Mua2-thian-sing,滿天星,405
Iah8-a2-tshau2,蝶仔草,405
Peh8-kiok-hue,白菊花,405
Kiok-a2,菊仔,406
Kiok-hue,菊花,406
Kak-hue,菊花,406
Tang-e-tshai3,苳萵菜,406
Tang5-o-tshai3,茼萵菜,406
Phah-boo2-tshai3,打妻菜,406
Tang-o,茼萵,406
Kue-ke3-kng2,雞€卷,406
Kue-kak-tshi3,雞€刺,406
Suann-kua3-tshai3,山芥菜,408
Suann-kun-ling5,山根龍,408
Suann-kue-tshai3,山瓜菜,408
Suann-pe-ling5,山菠薐,408
Tau3-piah-hong5,罩壁黃,408
Phu5-iong5,芙蓉,408
Ti-tshai3-tshau2,豬菜草,408
Sue3-ho7-liam-lat8-a2,細號拈力仔,408
Tshan5-oo-tshau2,田烏草,408
OO-tshan5-oo,烏田烏,408
tshan5-oo-a2-tshau2,田烏仔草,408
Peh8-ting-khia7-u,白登竪杇,408
Ham5-hong-tshau2,咸豐草,408
Ting-khia7-u,登竪杇,409
Ang5-ting-khia7-u,紅登竪杇,409
Sue3-pun2-ting-khia7-u,細本登竪杇,409
Hioh8-e7-ang5,葉下紅,409
Siau-sit-tshau2,€€草,409
Hiunn-tshau2,香草,410
Phang-tshau2,香草,410
Peh8-hue-a2-tshau2,白花仔草,410
Tua7-peh8-hue,大白花,410
Tua7-pun2-peh8-hue-a2-tshau2,大本白花仔草,410
Lak8-geh8-seh,六月雪,410
Tsiam-be2-hong,尖尾風,410
Tek8-lan5-tshau2,澤蘭草,410
Pan-tik-siunn-si,班竹相思,410
Suann-tik8-lan5,山澤蘭,410
Sim-kong-tshau2,心廣草,410
Tik8-lan5,澤蘭,410
Hiong-ju5,香茹,411
Ang5-bin7-huan,紅面番,411
Tshu2-khak-ku7,鼠殼舅、鼠麴舅,411
Tshing-bing5-tshau2,清明草,411
Tshu2-khak,鼠麴,411
Tshu2-khak-tshau2,鼠麴草,411
Ang5-tshai3,紅菜,412
Ang5-hong7-tshai3,紅鳳菜,412
Peh8-hong7-tshai3,白鳳菜,412
Hiong3-jit8-kui5,向日葵,412
Gia5-a2-tshau2,鵞仔草,413
Thoo3-a2-tshai3,兔仔草,413
Poo5-kong-ing,蒲公英,413
Sio2-kim-ing,小金英,413
Gia5-a2-tshài,鵞仔菜,413
Ing-a2-tshau2,英仔草,413
Gia5-a2-tshau2,鵞仔草,414
Poo5-kong-ing,蒲公英,414
Mua2-thian-sing,滿天星,414
Ing-a2-tshau2,英仔草,414
Be2-be2-si,馬尾絲,414
Suann-kua3-tshai3,山芥菜,414
To-siong-tshau2,刀傷草,414
E-a2-tshai3,萵仔菜,414
Iunn5-kak-sam-kiam3,羊角三劍,415
Lak8-kak-tshau2,六角草,415
Suann-kiok,山菊,415
Tsit-a2-tann2,鯽仔膽,416
Ti-sai2-tshai3,豬屎菜,417
Hi-tshiam-tshau2,稀簽草,417
Sann-pan2-to,三版刀,418
Thih-kun5-thau5,鐵拳頭,418
Kim-tsai3-kau,金再鈎,418
Tshinn-ki-hiunn,生支香,419
It-ki-hiunn,一枝香,419
Liam-lat8-a2,拈力仔,419
Tshan5-oo-tshau2,田烏草,419
Ng5-hue-tshan5-loo7-tshau2,黃花田路草,419
Tsua5-tsih8-hong5,蛇舌黃,419
Thian-hong5-tshau2-ku7,天紅草舅,419
Iunn5-tai3-lai5,羊帶來,420
Sat-bu2-tsi2,虱母子,420
Pah-jit8-tshau2,百日草,420
