LÔ-MÁ-JĪ,HÔA-GÍ,IA̍H-SÒ͘,LÔ-MÁ-JĪ2,LÔ-MÁ-JĪ3
Uann7-sann,換衣服,489,,
Uann7-tsinn5,換錢,489,,
Uann7 tshing-khi3 ê,換清淨的,489,,
Uann3,晚、遲、慢,490,,
Oah8,活,490,,
Iau2 teh uah8,還活著,490,,
Koh uah8,再活,490,,
Uan5-lim5,員林,490,,
Uan5-na2,又、亦、還是、也,490,,
Uan5-buan2,圓滿,490,,
Uan-ke,吵架,490,,
Uan,彎、曲,491,,
Uan3-hin7,怨恨,491,,
Uan5-sing8,完成,491,,
Uan2-tsiok,遠足,491,,
Uat8,轉,492,,
Uat,轉向,492,,
Uat8-thau5,轉頭,492,,
Uat tsiann3 tshiu2-ping5,向右轉,492,,
Uat to3 tshiu2 ping5,向左轉,492,,
Ue7,話,492,,
Tai5-uan5-ue7,台灣話,492,,
Jit8-pun2-ue7,日本話,492,,
Tik-kok-ue7,德國話,492,,
Huat-kok-ue7,法國話,492,,
Se-pan-ge5-ue7,西班牙話,492,,
Ue7-sing,衛生,493,,
Ue7-too5,畫圖,493,,
Ue7-sing-soo2,衛生所,493,,
Oh8,學、學習,493,,
Oh8 to7-li2,學道理,493,,
Oh,困難,493,,
Tsin oh oh8,很難學,493,,
Ong5,王、國王,493,Kok-ong5,
Kau3-hong5,教皇、教王,493,Kau3-ong5,
Ong5-lai5,鳳梨,493,,
Ong2-lai5,往來,493,Lai5-ong2,
Ong2-hok8,往復、來回,494,,
Ong2-hok8-phio3,來回車票,494,,
Pa2,飽,494,,
Tsiah8 pa2,吃飽,494,,
Tsiah8 puann3 pa2,吃半飽,494,,
Khun2-pa2,睡飽,494,,
Tshit-tho5 be7 pa2,玩不夠,494,,
Lim pa2,喝夠了,494,,
Tshui3 pa2,吃夠了,495,,
Pa3,豹,495,,
Pai2,次、回,495,,
Au7-pai2,下次、以後,495,,
Ting2-pai2,前次、上次,495,,
Tsin tse7 pai2,很多次,495,,
Tsit8 pai2,一次,495,,
Tsit pai2,這次,495,,
Tak8-pai2,每一次,495,,
Kui2-na7-pai2,好幾次,495,,
Pai2-kha,跛子,495,,
Pai3-thok,拜託、請求,495,,
Pai3,拜,496,,
Pai3 thian-tsu2,拜天主,496,,
Pai3 moo5-kui2,拜魔鬼,496,,
Le2 pai3,禮拜,496,,
Le2 pai3 tng5,禮拜堂,496,,
Pai5 kut,肋骨,496,,
Pai5-kiu5,排球,496,,
Pai3-hau7,拜候,496,,
Pai5-thik,排斥,497,,
Pak8,綁、縛,497,,
Pak8,剝,497,,
Pak-phue5,剝皮,497,,
Pak khi2-lai5 khuann3,拆起來看,497,,
Pak,北,497,,
Pak-too2,腹部,497,,
Pak-too2 thiann3,肚子痛、腹痛,497,,
Pak-lai7,內臟,497,,
Pan7-li2,辦理,498,,
Pan,班,498,,
Pang3,放,498,,
Pang3-oh8,放學,498,,
Pang3-sai2,放便、大便,498,,
Pang3-phui3,放屁,498,,
Pang3-jio7,放尿、小便,498,,
Pang3-tshiu2,放手,498,,
Pang-bang5,幫忙,498,,
Pang-tsan7,幫助,499,,
Pang-tsoo7,幫助,499,,
Pang5-king,房間,499,,
Thak8-tsheh-king,書房,499,,
Tsiah8 png7 king,餐廳,499,,
Pang5-kiu5,棒球,499,,
Pang,木板,499,,
Oo-pang,黑板,499,,
Pat8,別,499,,
Pat8-lang5,別人,500,,
Pat8-khuan3,別種,500,,
Pat8 soo2-tsai7,別地方,500,,
Pau,包,500,,
Tsit8 pau hun,一包菸,500,,
Mi7-pau,麵包,500,,
Sio2-pau,小包、包裹,500,,
Pau,包,500,,
Pe7-bu2,父母,500,,
Lau7-pe7,父親,500,,
Pe5,爬,501,,
Pe2,一把、一束,501,,
Pe5,搔,501,,
Penn5,平坦,501,,
Penn5,坪,501,,
Penn5-penn5,平、相等,501,,
Penn7,病,502,Pinn7,
Phua3-penn7,生病,502,,
Penn7-inn7,病院、醫院,502,,
Peh,攀登、爬,502,,
Peh-khi2-lai5,起床,502,,
Peh8-tshat8,說謊,502,,
A-peh,伯父,502,,
Peh8-bi2,白米,503,,
Peh,剝,503,,
Peh king-tsio,剝香蕉,503,,
Peh8,白,503,,
Peh8-peh8-peh8,白得很,503,,
Ang5-ang5-ang5,紅得很,503,,
Bat8-bat8-bat8,滿滿的,503,,
Oo-oo-oo,黑漆漆,503,,
Pinn5-pinn5-pinn5,很平坦,503,,
Ping5,邊,503,,
Hit ping5,那邊,503,,
Tsit ping5,這邊,503,,
Tsiann3-tshiu2-ping5,右邊,504,,
To3-tshiu2-ping5,左邊,504,,
Ping5-siong5,平常,504,,
Ping5-iu2,朋友,504,,
Ping5-an,平安,504,,
Ping,冰,504,,
Ping-khoo3,兵庫,504,,
Ping-te7,冰袋,504,,
Ping-tsim2,冰枕,504,,
Ping,兵,504,,
Ping-tui7,兵隊,504,,
Ping2,翻出、翻轉,505,,
Ping5-kin,平均,505,,
Pha,盞,505,,
Phah,打,505,,
Phah-tshui3-phe2,打耳光,505,,
Phah-kiu5,打球,506,,
Phah-si2,打死,506,,
Phah-phiann2,打壞,506,,
Phah-phua3,打破,506,,
Phah oo-khi3,污損,507,,
Phah tuann,買票,507,,
Phah-tng7,打斷,507,,
Phah-hai7,弄壞,507,,
Phah tian7-ue7,打電話,508,Kha3 tian7-ue7,Kong2 tian7-ue7
Phah tsing,打鐘,508,Kong3-tsing,Kha3-tsing
Phah kha-tshiunn3,噴嚏,508,,
Phah eh8,打噎,508,,
Phah-thih ê,打鐵匠,508,,
Phah-tshing3,打槍,508,,
Phah ka-lauh8,打落,509,,
Phah-lah8,打獵,509,,
Phah-lah8 e5,獵人,509,,
Phah-suann3,拆散,509,,
Phah-sng3,打算、也許,509,,
Phai2,壞、不好、難,510,Phiann2,
Phai3,派,510,,
Phai2-khuann3,難看,510,,
Phak8,晒,510,,
Phak8-jit8,晒日,510,,
Phak8 hoo7 ta,晒乾,510,,
Phang,香,511,,
Phang3-kinn3,遺失、丟掉,511,,
Phang5,捧,511,,
Phang,蜂,511,,
Bit8 phang,蜜蜂,511,,
Phau3,泡,511,,
Phau3 te5,泡茶,512,,
Phau3 ka-pi,泡咖啡,512,,
Phau3-a2,鞭炮,512,,
Tiam2 phau3-a2,放炮,512,Pang3 phau3-a2,
Tua7 phau3,大砲,512,,
Phing5-ko2,蘋果,512,Lin2-goo3,
Phi,晒、披,512,,
Phi-sann,晒衣服,512,,
Phi2-ju7 kong2,譬喻說,512,Pi2-ju7,
Phi2 tsit8 ê le7,譬一個例子,512,,
Phinn,頁,513,,
Phinn7,鼻、聞,513,,
Phian3,騙,513,,
Phian2,擾亂、搜查、翻,513,Tshiau,
Phiat,漂亮、好,514,Tsan2,
Phiat-a2,碟子,514,,
Phin2-hing7,品行,514,,
Ho2 phin2-hing7,品性好,514,Phin2-hing7 ho2,
Phainn2 phin2-hing7,品性壞,514,Phin2-hing7 phainn2,
Phin2-tsit,品質,514,,
Phio3,鈔票、現鈔,515,Gin5-phio3,
Tshia phio3,車票,515,,
Phah tshia-phio3,買車票,515,,
Tsun5 phio3,船票,515,,
Hi3-phio3,戲票,515,,
Iu5-phio3,郵票,515,,
Phio3,漂,515,,
Phio3-hun2,漂白粉,515,,
Tsit8 phit poo3,一匹布,515,,
Pho,泡沫,516,,
Pho7,抱,516,,
Phoo7-a2,簿子,516,,
Siau3 phoo7,帳簿,516,,
Phoo3,十里,516,,
Tsit8 phoo3-loo7,十里,516,,
Phoo2-thong,普通,517,,
Phoo2-thong pian7,普通便、平信,517,,
Phoo2-thong tshia,普通車,517,,
Phoo2-phian3,普遍,517,,
Phoo3-san2,破產,518,,
Phua3-pinn7,生病、害病,518,Phua3-penn7,
Phua3,破,518,,
Phua3-khi3,破了,518,,
Phua3-khui,破開,518,,
Phah phua3,打破,518,Kong3-phua3,
Phua3 tsha5,劈柴,518,,
Phue,信,518,,
Kia3 phue,寄信,519,,
Siu-tioh8 phue,收到信,519,,
Tsiap-tioh8 phue,接到信,519,,
Phue-long5,信封,519,,
Phue3,配,519,,
Hun-phue3,分配、婚配,519,,
Hun-phue3 kang-tsok,分配工作,519,,
Phue3-tshai3,配菜,519,,
Phue3-kip,配給,519,,
Phue5,皮,520,,
Phue7 ê,皮鞋,520,,
Phue5-tua3,皮帶,520,,
Tsheh phue7,書皮,520,,
Phue7,被,520,,
Mi5 tsioh phue7,棉被,520,,
Kah phue7,蓋被,520,,
Phoh,殘粕、殘滓,520,,
Phong3-i2,沙發,520,,
Phu7,噴,520,,
Phu5-to5,葡萄,521,Pho5-to5,
Phu-to5 tsiu2,葡萄酒,521,,
Phu5-to5 kuann,葡萄乾,521,,
Phu5,浮,521,,
Phu5-tsui2,浮水,521,,
Pi2,比,521,,
Pi2-sai3,比賽,521,,
Pi7-pan7,準備,522,,
Tsun2-pi7,準備,522,,
Pi5,脾臟,522,Phi5,
Pi5-khi3,脾氣,522,Phi5-khi3,
Phainn2 pi5-khi3,壞脾氣,522,Phainn2 phi5-khi3,
Pi3-bit8,秘密,522,,
Pinn5-pinn5-pinn5,邊,523,,
Tshu3 pinn,鄰人、鄰邊,523,,
Pinn5-pinn5,平平、一樣,523,,
Pinn7,病,523,Penn7,
Phua3 pinn7,生病,524,,
Pinn7-inn7,醫院,524,,
Pinn7,平、平坦,524,,
Pinn2,扁,524,,
Pinn3,變,524,Pian3,
Piann2,餅,525,,
Mi7-piann2,麵餅,525,,
Piann3,倒掉,525,,
Piann3 sau3,清掃,525,,
Piann-si3,勤勞、認真、努力,525,,
Phah piann3,努力,525,,
Piah,壁,525,,
Pian7-soo2,廁所,526,,
Pian7-tshai3,便菜,526,,
Pian3,變、變成,526,Pinn3,
Pian7,有準備的,526,Pian7-pian7,
Pian2,騙,527,Phian3,
Pian7-tong,便當,527,,
Piau2 hiann-ti7,表兄弟,527,,
Piau2 tsi2-mue7,表姊妹,527,,
Piau2-si7,表示、表明,527,Piau2-bing5,
Piau2-iunn7,表樣、模範,528,,
Pih,鱉,528,,
Pih,捲,528,,
Pin7-tuann7,懶惰,528,,
Pin5-ki3,憑據、證據,528,Tsing3-ki3,
Tsu2-pin,主賓,529,,
Pue5-pin,陪賓,529,,
Gua7-pin,外賓,529,,
Pio2,表、錶,529,,
Tshiu2-pio2,手錶,529,,
Si5-pio2,錶,529,,
Si5-kan-pio2,時間表,529,,
Tian7-pio2,電錶,529,,
Tsui2-pio2,水錶,529,,
Pit8-giap8,畢業,529,,
Pit,筆,530,,
Ian5-pit,鉛筆,530,,
Moo5-pit,毛筆,530,,
Ban7-lian5-pit,萬年比,530,,
Kng3-pit,鋼筆,530,,
Png7,飯,530,,
Tsu2 png7,煮飯,530,Tsi2 png7,
Tsu2 png7 ê,煮飯的,530,,
Png7 uann2,飯碗,530,,
Nng7 te3 png7-uann2,兩個碗,530,,
Nng7 uann2 png7,兩碗飯,530,,
Png7 thang2,飯桶、笨桶,531,,
Po3-tsua2,報紙,531,,
Po2-tsing3,保證,531,,
Po2-siu2-soo2,保守所,531,,
Po-ho3,薄荷,531,,
Po-ho3 thng5,薄荷糖,531,,
Po-ho3 iu5,薄荷油,531,,
Po3-ko3,報告,531,,
Po2-hoo7,保護,532,,
Po2-iu7,保佑,532,,
Po,褒獎、諂媚,532,,
Poo3,布,532,,
Toh-poo3,抹布、擦布,533,,
Poo2-sann,補衣服,533,,
Poo2-e5,補鞋子,533,,
Poò,種、播,533,,
Poo3 tiu7-a2,插秧,533,Poo3 tshan5,
Poo,埔、草地,533,,
Poo-li2,埔里,533,,
Poo2-siok8,補贖,533,,
Poo7,步,534,,
Tsit8 poo7 tsit8 poo7,一步一步,534,,
Poo7-tiau7,步調、步伐,534,,
Kha-poo7-siann,腳步聲,534,,
Poo7,咀嚼,534,,
Puann3,半,535,,
Khoo puann3,一元半,535,,
Tiam2 puann3,一點半,535,,
Puann3 tsiah,半隻,535,,
Puann3 ki,半枝,535,,
Bo5 puann3 e5 lang5,半個人都沒有,535,,
Bo5 puann3 kak,半毛錢都沒有,535,,
Puann3 tshinn-sik,半熟,535,,
Bo5 puann3 hang7,半件都沒有,535,,
Puann3 me5,半夜,535,Puann3 mi5,
Puann5,盤,535,,
Tsit8 puann5 tshai3,一盤菜,535,,
Puann,搬,535,,
Puann tshu3,搬家,536,,
Puann7,掃落,536,,
Puah8,跌,536,,
Puah8-to3,跌倒,536,,
Puah8--kiau2,賭博,536,,
Puah8-loh8-be2,出軌,537,,
Hue2-tshia puah8-loh8-be2,火車出軌,537,,
Mng5 puah8-loh8-be2,門出軌,537,,
Thang-a2-mng5 puah8-loh8-ba2,窗戶出軌,537,,
Pue,杯,537,Au,
Te5-pue,茶杯,537,Te5-au,
Tsit8 pue te5,一杯茶,537,,
Ka-pi pue,咖啡杯,537,Ka-pi au,
Po5-le5 pue,玻璃杯,537,Po5-le5-au,
Pue,飛,537,,
Pue5,賠,537,,
Pue5,陪,538,,
Kau-pue5,交陪,538,,
Pue5,陪伴,538,Phuann7,
Pue5-pin,陪賓,538,,
Pue7,倍,538,,
Nng7 pue7,兩倍,538,,
Sann-pue7,三倍,538,,
Pue-ling5-a2-tshai3,菠菜,539,,
Pue7,背、違背,539,,
Pue7-kau3,被教,539,,
Poh8,薄,539,,
Poh8-le2,薄禮,539,,
Poh8-sia7,薄謝,539,,
Pong7,碰,539,,
Pong7,衡量、磅,540,,
Pong7-a2,台秤,540,,
Pong3,造謠,540,Han2,
Pong7-khang,山洞,540,,
Pu7,爆彈、孵,541,,
Pui5,肥,541,,
Pui5,肥、肥料,541,,
Loh8 pui5,下肥,541,,
Pui5-liau7,肥料,541,,
Pui7,吠,542,,
Pui3-a2,汗疣,542,,
Pun2,本,542,,
Pun2-lai5,本來,542,,
Pun2 sing2,本省,542,,
Pun2-sing2-lang5,本省人,542,,
Pun2 tshi7,本市,542,,
Pun2 hau7,本校,542,,
Pun sing3-tng5,本聖堂,543,,
Pun2-tsinn5,本錢,543,,
Sih8-pun2,虧本,543,,
Pun5,吹,543,,
Pun5-ke-kui,吹牛,543,,
Pun5-hua,吹熄,543,Pun5-sit,
Pun,分,543,,
Pun gu5-ling-hun2,分牛奶粉,544,,
Pun sann,,544,,
Pun3-so3,垃圾,544,,
Pun3-so3-lang2,垃圾箱,544,,
Pun3-tau2,畚箕,544,,
Put,不,544,,
Put-hau3,不孝,544,,
Put-ping5,不平、不滿,544,,
Kong2 put-ping5,講不平,544,,
Put-tsi2,非常、很,544,,
Put-tsi2 hó,很好,545,,
Put-hing7,不幸,545,,
Put-buan2,不滿,545,,
Put-bing5,不明,545,,
Put-tsing3,不正,546,,
Put-an,不安,546,,
Put-pian7,不便,546,,
Put hap8-li2,不合理,547,,
Put-kho2-ling5,不可能,547,,
Put-si5,常常、時常,547,,
Put-ko3,不過,547,,
Put-tik-i2,不得已,547,,
Put8-la2,佛像,548,,
Sann,衣服,548,,
Sann-khoo3,衫褲,548,,
Sann-a2-tu5,衣櫥,548,,
Sann-a2-te7,衣袋,548,,
Sann-kap,一起、一同,548,,
Sann-kak,三角學,549,,
Sann-lian2-tshia,三輪車,549,,
Sann-kak,三角,549,,
Sann-ui7 it-the2,三位一體,549,Sam-ui7 it-the2,
Sah8,煮沸,549,,
Sah8 ke-nng7,煮沸雞蛋,549,,
Sah8 sann,煮衣服,549,,
Sai2,駕駛,550,,
Sai2 tshia ê ,駕駛員,550,,
Sai2 tsun5,駛船,550,,
Sai-hu7,匠人,550,,
Bak8-tshiunn7 sai-hu7,木匠,550,,
Thoo5-tsui2 sai-hu7,泥水匠,550,,
Tshai5-hong5 sai-hu7,裁縫師,550,,
Thi3-thau5 sai-hu7,理髮師,550,,
Khan tian7 hue2 sai-hu7,電氣匠,550,,
Siu-li2 ke-khi3 sai-hu7,機器匠,550,,
Sai,西,550,,
Sai pak hoo7,西北雨、驟雨,550,,
Khuann3 tang khuann3 sai,看東看西,550,,
Sai2,屎、糞,550,,
Pang3 sai2,大便,550,,
Hun sai2,煙灰,550,,
Hun-sai2 khok-a2,煙灰盤,551,,
Bak8-sai2,眼淚,551,,
Lau5 bak8-sai2,流眼淚,551,,
Hinn7-sai2,耳中的分泌物,551,,
Phinn7 sai2,鼻中的分泌物,551,,
Tsng2-kah-sai2,指甲內的污物,551,,
Sai2-thang2-a2,糞桶,551,,
Sai,獅,551,,
Sak,推,551,,
Sam3-poo7,散步,551,,
Sam2,撒,552,,
Sam2 iam5,撒鹽,552,,
Sam2 hoo5-tsio,撒胡椒,552,,
Sam,杉,552,,
San3,貧窮,552,,
Sam-tsha5,杉木,552,,
San3-tshiah-lang5,窮人,552,,
San2,瘦,552,,
San2-bah,瘦肉,552,Tsiann-bah,
Sang3,送,552,,
Sang3 le2 but8,送禮物,552,,
Sang3 lang5-kheh,送客人,552,,
Sang3 i khi3,送他去,552,,
Sat-bu2,蝨子,553,Sat-bo2,
Sat-jin5,殺人,553,,
Sau3,咳嗽,553,,
Sat-sing,殺生,553,,
Sau3,掃,553,,
Sau3 thoo5-kha,掃地,553,,
Sau3-tsiu2,掃帚,553,,
Se2,洗,553,,
Se3,小,554,,
Se3-ji7,小心,554,,
M7 bian2 se3-ji7,不要客氣,554,,
M7 thang se3-ji7,不要客氣,554,,
Se3-kan,世間、世上,554,,
Se3-kai3,世界,554,,
Se3-i5,姨太太,555,,
Se3-ki2,世紀,555,,
Se3-su7,世事,555,,
Bat se3-su7,明世事,555,,
M7 bat se3-su7,不明世事,555,,
Se3,權力、勢力,556,,
U7 se3-lik8,有權的、有勢力,556,,
Ho2 se3,安適,556,,
Phainn2-se3,不好意思、不舒適,557,,
Seh,雪,557,,
Loh8-seh,下雪,557,,
Seh8,循環、轉、繞,557,,
Sik,成熟(水果),558,,
Sik8-sai7,相識、認識,558,,
Sik8-sai7-lang5,熟人,558,,
Sik8,熟,558,,
Sik,色,559,Sik-ti3,
Honn3-sik,好色,559,,
Sik,式、典禮,559,,
Sik,室,559,,
Kau3-sik,教室,559,,
Sik-tong3,適當,559,,
Sing-khu,身體,559,,
Sing5-kong,成功,559,,
E7 sing5-kong,會成功,560,,
Be7 sing5-kong,不會成功,560,,
Sing7,放任,560,,
Sing7 gin2-a2,放任兒女,560,,
Sing-li2,生意,560,,
Sing-li2-lang5,生意人,560,,
Tso3 sing-li2,做生意、經商,560,,
Sing-li2 be7 bai2,生意好、生意不錯,560,,
Sing3,聖,560,,
Sing3-tng5,聖堂,560,,
Sing3-the2,聖體,560,,
Nia2 sing3-the2,領聖體,560,,
Sing3-the2 kang3-hok,聖體降福,560,,
Sing3-sim,聖心,560,,
Sing3-thiong2,聖寵,561,,
Sing3-bu2,聖母,561,Sing3-bo2,
Sing3 jiok8-sik,聖若瑟,561,,
Sing3-tan3-tsiat,聖誕節,561,,
Sing3-tan3 lau7-lang5,聖誕老人,561,,
Sing3-king,聖經,561,,
Sing-thian,昇天,561,,
Sing-oah8,生活,561,,
Sing-ki5,星期,561,,
Sing5-tsik,成績,561,,
Sing5-tsik-pio2,成績表,561,,
Sing5,像,561,Tshin-tshiunn7,
Sing5,成,562,,
U7 sing5,成,562,,
Bo5 sing5,不成,562,,
Sing-kip,升級,562,,
Sing-but8,生物,562,,
Sing3-te7,性情,562,,
Ho2 sing3-te7,性情好,562,,
Phainn2 sing3-te7,性情壞、壞脾氣,562,,
Si7,是,563,,
Si5,時,563,,
Si5-tsun7,時候,563,,
Si5-kan,時間,563,,
Tsit8 si5-a2,瞬時,563,,
Si5-pio2,錶,563,,
Si5-tsing,時鐘,564,,
Si5-kan-pio2,時間表,564,,
Si2-khi3,死去,564,,
Si,絲,564,,
Si7-tua7,長輩、長上,564,,
Si7-se3,下屬、下輩,564,,
Si7-tua7 lang5,長輩者、父母,564,,
Si5,辭,564,,
Si3-kak,四角,565,,
Si5-kiann5,流行、時髦,565,Liu5-hing5,
Si5-kue,西瓜,565,Si-kue,
Si,詩,565,,
Sinn3,姓,565,Senn3,
Sinn,生,566,Senn,
Sinn ang5-enn inn-a2,生孩子,566,,
Sinn-jit8,生日,566,,
Sinn-sian,生鏽,566,,
Sian-sinn,先生,566,Sin-senn,
Sinn3-mia7,生命,566,,
Sinn-koo,生黴,566,,
Sinn3,扇,566,Khue-sinn3,
Tian7-sinn3,電扇,566,,
Sinn7,以鹽汁或酸水防腐,566,,
Sinn7-iam5,以鹽醃,566,,
Sia2,寫,567,,
Sia2 han3-ji7,寫漢文、寫中國字,567,,
Sia2-phue,寫信,567,Sia2 phe,
Sia3-bian2,赦免,567,,
Sia5-im5,邪淫,567,,
Sia,賒,567,,
Sia7,凋謝,567,,
Hue7-sia7,公司,568,Kong-si,
Sia7,射,568,,
Sia7-tsinn3,射矢,568,,
Sia7-tsue7,謝罪,568,,
Sia3-tsue7,赦罪,568,,
Sia7-le2,謝禮,569,,
Sia5-sin5,邪神,569,,
Sia5-kau3,邪教,569,,
Siann,聲、音,569,,
Te7 it siann,第一聲,569,,
Te7 peh siann,第八聲,569,,
Tsuan2 siann,轉音,569,Tsuan2 im,
Siann2-hue3,什麼,570,,
Siann2-lang5,誰,570,,
Siann,聲,570,,
Tua7 siann,大聲,570,,
Se3 siann,小聲,570,,
Siann5,成、城,570,,
Siann5,引誘,570,,
Siah,削,571,,
Siah ian5-pit,削鉛筆,571,,
Siah-phue5,削皮,571,,
Siah,錫、白蠟、銲藥,571,,
Ing7 siah liam5,以白蠟接合,571,,
Liam5-siah--ê,錫匠、馬口鐵匠,571,Phah-siah--ê,
Siah8-a2,勺子,571,,
Siam2,避、閃避,571,,
Khah siam2 le3,走開、避開,571,,
Sian-sinn,先生、老師,572,Sian-senn,
Sian7,疲倦、累,572,,
Sian7-lang5-a2,壁虎,572,,
Sian3,擊掌,572,,
Sian,垢、銹、€,572,,
Senn-sian,生垢,572,,
Sian3-tong7,煽動,573,,
Siang,雙、双,573,,
Tsit8 siang ê,一雙鞋子,573,,
Tsit8 siang bueh8-a2,一雙襪子,573,,
Tsit8 siang ti7,一雙筷子,573,,
Siang tshiu2,雙手,573,,
Siang kha,雙腳,573,,
Siang7,同,573,Kang7,
Siang7-khuan2,同樣,573,,
Siang7-lang5,同一個人,573,,
Siang7-si5,同時,574,,
Siang2,誰,574,Siann2-lang5,
Siang-sinn,雙生兒,574,,
Sinn siang-sinn,生雙生兒,574,,
Siat,設,574,,
Siat-lip8,設立,574,,
Siat-huat,設法,575,,
Siat-ke3,設計,575,,
Siat-su2,假設、假使,575,,
Siau3-lian5,年輕、年少,575,,
Siau3-lian5-lang5,青年人,575,,
Siau-sit,消息,576,,
Siau2,瘋狂、迷,576,,
Khi2-siau2,發狂,576,,
Siau-biat8,消滅,576,,
Siau-hua3,消化,576,,
E7 siau-hua3 e5 mih8,易消化的東西,576,,
Be7 siau-hua3 e5 mih8,不容易消化的東西,576,,
Siau-hong5 tui7,消防隊,576,,
Siau-tok8,消毒,577,,
Siau-tok8-tsui2,消毒水,577,,
Siau3,帳,577,,
Ki3-siau3,記帳,577,,
Tho2-siau3,索帳、討帳,577,,
Siu-siau3,收帳,577,,
Siau2-suat,小說,578,,
Sim2-mih8,什麼,578,Siann2-hue3,
Sim2-mih8 lang5,什麼人,578,Siann2-lang5,
Sim2-mih8 khuan2,什麼樣子,578,,
Sim2-mih8 si5,什麼時候,578,Sim2-mih8 si5-tsun7,
Sim2-mih8 soo2-tsai7,什麼地方,578,,
Sim-sik,有趣,579,,
Sim,心、心臟,579,Sim-kuann,
Ti7 sim-lai7,在心中,579,,
Phainn2 sim,性情惡劣的,579,,
Ho2-sim,仁慈的,579,,
Liong5-sim,良心,579,,
Sim-pu7,媳婦,579,,
Sim2-phuann3,審判,579,,
Kong-sim2-phuann3,公審判,580,,
Su-sim2-phuann3,私審判,580,,
Sin5-hu7,神父,580,,
Sin5,神,580,,
Sin5-bun5,新聞,580,,
Sin3,信,580,,
Be5-sin3,迷信,580,,
Sin3-iong7,信用,580,,
Sin3-tik,信德,581,,
Sin-tik,新竹,581,,
Sin-niu5,新娘,581,,
Sin-kiann2 sai3,新郎,581,,
Sin-long5 sin-pu7,新郎新婦,581,,
Sin-sui2,薪水,581,Gueh8-kip,
Sin5-sing3,神聖,581,,
Sin5-bing5,神明,581,Sin5,
Sin5-king,神經,581,,
Sin5-king sue-jiok8,神經衰弱,582,,
Sin-king thiann3,神經痛,582,,
Sin-gi2,新語,582,,
Sin-lik8,新曆、陽曆,582,,
Sin-kau3,新教,582,,
Sin-ni5,新年,583,,
Sin-hing5,新型,583,,
Sin-sik,新式,583,,
Sin3-ho7,信號,583,,
Sio,熱,583,,
Sio,燒,584,,
Sio2-ti7,弟弟,584,,
Sio-phah,打架,584,,
Sio-ma7,吵架,584,Sio-me7,
Sio-tang5,相同,584,Sio-siang5,
Sio-thai5,戰爭、打仗,584,,
Sio2-tsia2,小姐,584,,
Sio2-pian7,小便,585,,
Sio2-khua2,微細的、少些,585,,
Sio2-be7,零賣、零售,585,,
Siok-sia3,宿舍,585,,
Siok-sia3-hui3,宿舍費,585,,
Siok-sia3 sing,宿舍生,585,,
Siok8-sin,贖身,586,,
Siong7 ho2,最好、頂好,586,,
Siong ho2,友好、相好,586,,
Siong-tshin siong-ai3,相親相愛,586,,
Siong-sin3,相信,586,,
Siong7,像,587,,
Sing3-siong7,聖像,587,,
Siong3,相片,587,,
Hip siong3,照相,587,,
Siong3-khing,相框、鏡框,587,,
Siong3,瞄準、凝視,587,,
Siong-giap8,商業,587,,
Siong7-kho3,上課,588,,
Siong5-siong5,常常,588,,
Siong5-sik,嘗試,588,,
Siong-hai7,傷害,588,,
Siong3-mia7,相命,588,,
Siong-tiong7,沈重、厲害,588,,
Siong-sim,傷心,588,,
Siong5-se3,詳細,589,,
Sip8-ji7-ke3,十字架,589,,
Sip8-kuan3,習慣,589,,
Sip-khi3,濕氣,589,,
Sip8-ji7-loo7,十字路,589,,
Sip,濕,590,,
Sit8-tsai7,實在,590,,
Sit8-tsai7 si7 an2-ni,實在是這樣,590,,
Sit8-tsai7 u7-iann2,實在是真的,590,,
Sit,熄,590,,
Sit8,翼、翅膀,590,,
Sit-le2,請原諒、失禮、失陪,591,,
Sit8-but8,植物,591,,
Sit8-sip8,實習,591,,
Sit8-sip8 sik,實習室,591,,
Sit-pai7,失敗,591,,
Sit8-tng5,食堂,592,,
Sit8-iong7,實用,592,,
Sit bian7-tsu2,失面子,592,Sit the2-bian7,
Sit-bong7,失望,592,Sit-bang7,
Siu7,受、被,593,,
Siu7,受,593,,
Siu7-khi3,生氣,594,,
Huat siu7-khi3,生氣,594,,
Siu-sing5,收成、收穫,594,,
Siu-tang,收穫,594,,
Siu-li2,修理,594,,
Siu,收,594,,
Siu tian7-hue2 tsinn5,收電費,595,,
Siu tsui2-to7 tsinn5,收自來水費,595,,
Siu toh-ting2,收拾碗盤,595,,
Siu-khi2 lai5,收起來,595,,
Siu-pang5-king,收房間,595,,
Siu-phue,收信,595,Siu-phe,
Siu-siau3,收帳,595,,
Siu-li3,收據,595,,
Siu-tiau5,收條,595,,
Siu-iong5,收容,596,,
Siu-su7,修士,596,,
Siu-li2,修女,596,,
Siu-to7-inn7,修道院,596,,
Sio2 siu-inn7,小修院,596,,
Tua7 siu-inn7,大修院,596,,
Siu-sing,修生,597,,
Siu2,守,597,,
Siu2-tsu2-jit8,守主日,597,,
Siu2-kui-ki2,守規矩,597,,
Siu2-tsiam-le2,守瞻禮,597,,
Siu2-kai3-bing7,守誡命,597,,
Siu2-si5-kan,手時間,597,,
Siu-tshui3-tshiu,剃鬚、€面,597,Siu-bin7,
Siu hoo7 tah,剃的乾淨,597,,
Siu3,刺繡,597,,
Siu3-ji7,繡字,597,,
Siu3-hue,繡花,597,,
Siu-im-ki,收音機,598,,
Siu5,游,598,,
