LÔ-MÁ-JĪ,HÔA-GÍ,IA̍H-SÒ͘,LÔ-MÁ-JĪ2,LÔ-MÁ-JĪ3
tshio3-khue,滑稽、可笑的,105,,
ho2-tshio3,好笑、可笑的,105,,
kong2 tshio3-ue7,講笑話,105,,
tshio7,照,105,,
tshioh,尺,105,,
hong-tshioh,方尺,105,,
nng7 tshioh su3-hong,兩尺平方,105,,
nng7 hong tshioh,兩平方尺,105,,
tshioh8-a2,蓆,106,,
tshau2-tshioh8,草蓆,106,,
tai7-kah tshioh8,大甲蓆,106,,
tshit-tho5,玩耍,106,thit-tho5,
tshit-tho5-mih8-a2,玩具,106,,
tshit,擦拭,106,,
tshit e5,擦鞋,106,,
tshit-la2,黑板刷、橡皮,106,,
tshiu2,手,106,,
tshiu2-tian7,手電筒,107,,
tshiu2-tong3,手擋,107,,
tshiu2-tshing3,連發手鎗、淘氣,107,,
tshiu2-tsi2,戒子,107,,
kua3-tshiu2-tsi2,戴戒子,107,,
tshiu2-pio2,手錶,107,,
tshiu2-khuan5,手環,107,,
tshiu2-ng2,袖子,107,,
tshiu7-a2,樹（－棵）,107,,
tshiu7-a2-ue,樹枝,107,,
tshiu7-hioh8-a2,樹葉,108,,
tshiu-thinn,秋天,108,,
tshiu-tshin3,涼快,108,,
tshiu7-na5,森林,108,,
tshiu2-ge7,手藝、手工,108,,
tshiu2-kang,手工,108,,
tshiu2-kang-giap8,手工業,108,,
tshiu2-uan2,手腕,109,,
u7 tshiu2-uan2,有手腕,109,tshiu2-uan2 ho2,
tshiu2-sut8,手術、開刀,109,,
tshiu2-long5,手套,109,,
kua3 tshiu2-long5,帶手套,109,,
pak tshiu2-long5,脫手套,109,,
tshiu2-kin,手巾、手帕,109,,
tshiu2-lai7,手中,109,,
tshiu2-khau3,手銬,109,,
tshiu2-siok8,手續,109,,
tshiunn7,象,110,,
tshiunn7 ge5,象牙,110,,
tshiunn3,唱,110,,
tshiunn3 kua,唱歌,110,,
tshiunn3-phinn3,唱片,110,khik-puann5,
tshiunn2,搶,111,,
tshiunn,槍,111,tshiunn-a2,
tshiunn5-ui5,牆圍,111,,
tshng-khoo3,倉庫,111,,
thih-be2 tshng-khoo3,脚踏車倉庫,111,,
tshng,穿、穿過,111,,
tshng-tsiam,穿限於針眼,111,,
tsho3-bi2,糙米,112,,
tsho3-bi2,錯,112,,
sit-tsho3,失錯,112,,
jin7-tsho3,認錯,112,,
tsho3-goo7,錯誤,112,,
tsho3,砍,113,,
tsho2,軟木樹皮,113,,
tsho2-that,軟木塞,113,,
tshoo,初、剛剛,113,,
tshoo-tiong,初中,113,,
tshoo-kang,初工,113,,
tshoo-siang,初商,114,tshoo-siong,
tshoo-long5,初農,114,,
tshoo-poo7,初步,114,,
tshoo,粗,114,,
tshoo-kang,工人,114,,
tshoo-tshoo,粗品,114,,
tshoo-tshai3,粗菜,114,,
tshoo-tsua2,粗紙,115,,
tshoo3,醋,115,sng-tshoo3,
tsiah8-tshoo3,嫉妬、吃醋,115,,
tshua7,帶、領,115,,
tshua7 boo2,娶妻,115,,
tshua7 sin-niu5,娶新娘,115,,
tshuann3,閂,115,,
tshuann3-mng5,閂門,115,,
mng5-tshuann3,門閂,116,,
tshuan5,準備,116,,
tshuan2,氣喘,116,,
tshuan2-khui3,呼吸,116,,
tshue7,找,116,,
tshue7-u7,找到,116,,
tshue7-bo5,找不到,116,,
tshue7--tioh8,找到,117,,
tshue7 e7-tioh8,找得到,117,,
tshue7 be7-tioh8,找不到,117,,
tshue7 u7-tioh8,找到了,118,,
tshue7 bo5-tioh8,沒有找到,118,,
tshue7,找,118,,
tshue,吹,118,,
tshue-hong,使⋯⋯當風,118,,
tshue,蒸,119,,
"tshue png7, tshue tshai3",蒸飯，蒸菜,119,,
tshong3,做,119,,
tshong3-tso7,創造,119,,
tshong-bing5,聰明,119,,
tshong3-ti7,揶揄、捉弄,119,,
tshu3,厝、屋房,120,,
tshu3-ting2,屋頂,120,,
tshu3-tsu2,房東,120,,
tshu3-sue3,房租,120,,
tshu,滑,120,,
tshu puah8-to2,滑倒,120,,
tshu3-bi7,趣味、興趣,121,sim-sik,
tshu2-siau,取消,121,,
tshui3,嘴,121,,
tshui3-tshiu,髯、嘴髭、嘴鬚,121,,
siu tshui3-tshiu,剃髭,121,,
tshui3-khi2,牙齒,121,,
tshui3-tsih8,舌頭,121,,
tshui3-pinn,頰,121,tshui3-phue2,
tshui3-tun5,口唇,122,,
tshui-tshiok,催促,122,,
tshui-tsian3,推薦,122,,
tshun-thinn,春天,122,,
tshun,剩下、剩餘,122,,
tshun3,寸,123,,
tshun,伸,123,,
tshut--khi3,出去,123,,
tshut--lai5,出來,123,,
tshut-tsinn5,出錢、付錢,123,,
tshut-giap8,畢業,123,,
tshut-mia5,出名、有名的,123,,
tshut,出價,123,tshut-ke3,
tshut-huat,出發,124,,
tshut-huat e5 si5-kan,出發的時間,124,,
tshut-huat-tiam2,出發點,124,,
tshut-si3,出生,124,,
tshut-mua5,麻疹,124,tshut-phiah8,
tshut-tsu,天花,125,thian-hua,
tshut,出,125,,
tshut-lat8,出力,125,,
tshut-tsai7 li2,隨你的便,125,,
iu5-tsai7 li2,隨你的便,125,,
tsi2 png7,煑飯,126,,
tsi2-tshai3,煑菜,126,,
tsi2-mue7,姊妹,126,,
a-tse2,姊姊,126,a-tsi2,
sio2-mue7,妹妹,126,,
tsi2-u7,只有,126,,
tsi2-u7....nia7-tiann7,只有⋯⋯而已,126,,
tsi2-kau3,指教,126,,
tsi2,種子,126,tsing2-tsi2,
hue-tsi2,花種,126,,
tshai3-tsi2,菜種,126,,
tsi2-sik,紫色,127,kio5-sik,
tsi-phio3,支票,127,,
tsi2-lam5-tsiam,指南針,127,,
tsi2-hui,指揮,127,,
tsi2-hui kang-lang5,指揮工人,127,,
tsi2-hui gak8-tui7,指揮樂隊,127,,
tsi2-hui the2-tshau,指揮體操,127,,
tsi2-to7,指導,127,,
tsi2-to7 na5-kiu5-tui7,指導籃球隊,127,,
tsi2-tsiah8--e5,廚役,127,tsong2-phoo3,tu5-pang5
tsinn5,錢,128,,
tsinn5,錢（匆）,128,,
tsinn3,用油炸,128,,
tsinn3 bah-uan5,油炸肉丸,128,,
tsinn3 he5-tsinn3,炸蝦子,128,,
tsinn3 tshai3-tsinn3,炸菜子,128,,
tsinn3,箭,128,,
tsinn2,井,128,koo2-tsinn2,
tsinn2,幼；嫩,129,,
tsiah8-tshoo3,這裡,129,,
tsiah8-tshoo3,遮,129,,
tsiann5,約、近,130,,
tsiann3-ping5,右邊,130,,
tsiann3-tshiu2,右手,130,,
tsiann3-tshiu2-ping5,右邊,130,,
tsiann2,淡（味道）,130,,
tsiann-gueh8,正月、一月,131,,
tsiann3-sit8,果然、真正,131,,
tsin tsiann3 huann-hi2,真是高興,131,,
tsiann-bah,瘦肉,131,san2-bah,
tsiah e5,這些,131,,
tsiah-nih8,這麼,131,,
tsiah,才、則,131,,
tsiah8,吃、食,132,,
tsiah8-mih8,食物,132,ho2 tsiah8-mih8,
ho2 tsiah8,好吃,132,,
phainn2 tsiah8,不好吃,132,,
gau5-tsiah8,吃得很多、健啖,132,,
be7 tsiah8,吃得很少,132,,
tua7 tsiah8,大吃,132,,
sio2 tsiah8,胃口不大,132,,
tsiah8 tsai2-khi2,吃早飯,132,,
tsiah8 tiong-tau3,吃中飯,132,,
tsiah8 am3,吃晚飯,133,,
tsiah8-tshenn-tshau,吃盛餐,133,,
tsiah8 ioh8-a2,服藥,133,,
tsiah8 tsiu2-tsui3,喝醉酒,133,,
tsiah8 png7 thiann,餐廳,133,,
tsiah8 png7 toh-a2,餐桌,133,,
tsiah8 png7-kin,餐巾,133,,
tsiah8 hui3,食費、膳費,133,,
tsiah8 tiam2-sim,吃點心,133,,
tsiah8 tsinn5,貪污、接受不義的財物,133,,
tsiah8 thau5-ke,膳食由主人供給,134,,
tsiah8 thau5-loo7,就職、就業,134,,
tsiah8 khui,吃虧、損失,134,,
tsiah8 lang5 tsiah8 thih,蠻橫,134,,
tsiam7-tsiam7,漸漸、逐次,134,,
tsiam7-tsiam7,針、縫針,134,,
tsiam,尖,135,,
tsiam3,佔,135,,
tsiam7-si5,暫時,135,,
tsiam,尖,135,,
tsian3-tsing,戰爭、打仗,136,,
tsian3-tshia,戰車,136,,
tsian3-suann3,戰線,136,,
tsian3-si5,戰時,136,,
tsian3-si2,戰死,136,,
tsian3-tiunn5,戰場,136,,
tsian3-sut8,戰術,136,,
tsian2-piat8,餞別,136,,
tsian,煎,137,,
tsian ke-nng7,煎雞蛋,137,,
tsian-e5 ke-nng7,煎的雞蛋,137,,
tsian tsit8 ping5,煎一面,137,tsian tsit8 bin7,
tsian nng7 ping5,煎兩面,137,tsian nng7 bin7,
tsian2-a2,蠢魚,137,,
tsian2,剪,137,,
tsian2-poo3,剪布、買布,137,,
tsian7,頑皮的,137,,
tsian2-liu2,扒手,137,,
tsiat,節、折,137,,
hok8-huat8-tsiat,復活節,138,,
sing3-tan3-tsiat,聖誕節,138,,
phah peh tsiat,打八折,138,,
tsiat-iok,節約,138,,
tsiap,接,138,,
tsiap8,常常、往往,138,,
tsiap,接,138,,
tsiap-kut,接骨,139,,
tsiap-kut sai-hu7,接骨師,139,,
tsiap,果汁,139,,
bak8-tsiap,眼淚,139,,
bak8-tsiap,墨水,139,,
tsiau3,照,139,,
tsiau3 gua2 khuann3,照我看,139,,
tsiau3 sing3-kau3-hue7 e5 kui-ki2,依照聖教會的規矩,139,,
tsiau3-siong5,照常,139,,
tsiau3 li2 e5 i3-su3,照你的意思,140,,
tsiau3 po3-tsua2,照報紙,140,,
tsiau3 si5-kan,照時間、按時,140,,
tsiau3 sin5-hu7 soo2 kong2--e5,照神父所講的,140,,
tsiau3 thian-tsu2-kau3 e5 to7-li2,照天主教的道理,140,,
tsiau3 ku7,照舊,140,,
tsiau3 tai5-uan5 e5 hong-siok8,照台灣的風俗,141,,
tsiau3-koo3,照顧,141,,
tsiau3-koo3 gin2-na2,照顧孩子,141,,
tsiau2-a2,鳥兒,141,,
tsih,接,141,,
tsih,摺,141,,
tsih sann,摺衣服,141,,
tsih phue7,摺棉被、哲被褥,141,,
tsim2-ma2,現在,142,,
a-tsim2,嬸母,142,,
tsim2-ma2,吻,142,,
tsim3,浸,142,,
tsim5,蟳,142,,
tsim2-thau5,枕,142,,
tsim2-thau5 long5,枕套,143,,
tsin,真,143,,
tsin-tsiann3,真正、很,143,,
tsin tsiann3 sui2,很美麗,143,,
jin7-tsin,認真,143,,
tsin tit lang5 thiann3,真可愛,143,,
tsin han2-kiann5,好久沒有來,143,,
chin,升,143,,
tsin3 poo7,進步,143,,
tsin7-lik8,盡力,143,,
tsin3-the3 liong2-lan5,進退兩難,144,,
tsin2-tuan7,診斷,144,,
tsin2-tsai,震災,144,,
tsio2,少,145,,
tsio3,照,145,,
tsio3-kiann3,照鏡子,145,,
tsio,順便喚⋯⋯、勸誘,145,,
tsio-ang,招婿,146,tsio kiann2-sai3,
hoo7 lang5-tsio,入婿,146,,
tsio sing,招生,146,,
tsioh,借,146,,
ka7 li2 tsioh,向你借,146,,
tsioh--li2,借你,146,,
tsioh8-thau5,石頭,146,,
tsioh8,石,146,,
tsiok,祝,147,,
khing3-tsiok,慶祝,148,,
tsiok-ho7,祝賀,148,,
tsiok-su5,祝詞,148,,
tsiok,很（足）,148,,
tsiok-ho2,很好,148,,
tsiok-gau5,很聰明,148,,
tsiok-sui2,很漂亮,148,,
tsiong-hua3,彰化,149,,
tsiong-lai5,將來,149,,
tsiong5,從,149,,
tsiong2-le7,獎勵,149,,
tsiong2-le7 oh8 to7-li2,獎勵學道理,149,,
tsiong2-le7 thak8-tsheh,獎勵讀書,149,,
tsiong2-tsiong2,種種,149,tsing2-tsing2,
tsiong2-tsiong2 e5 li2-iu5,種種的理由,149,,
tsiong2-tsiong2 e5 tai7-tsi3,種種的事情,149,,
tsiong5-tsian5,從前,149,,
tsip-tsiau3,執照,150,,
ka3-su2 tsip-tsiau3,駕駛執照,150,,
thih-be2 e5 tsip-tsiau3,脚踏車執照,150,,
oo7-thoo-bai2 e5 tsip-tsiau3,機器脚踏車執照,150,,
tsip8-hap8,集合、聚集,150,tsu7-tsip8,
tsit,這個,150,,
tsit-giap8,職業,150,,
tsit8-e7-a2,一會兒,150,,
tsit- e7,一俟,150,,
tsit8 bin7 e5 hun5,一面的雲,151,,
tsit8 ni5 tiong,一年中、整年,151,,
tsit8 kua2,一些,151,,
tsit8 si3-lang5,一生,151,,
tsit8 sut-a2,一些,151,,
tsit8 si5-a2,一會兒,151,,
tsit8 bak8 nih-a2,一會兒,151,,
tsit8 tiap-ku2-a2,一會兒,151,,
tsit8 tiap a2-ku2,一會兒,151,,
tsit,織,152,,
tsit-poo3,織布,152,,
tsit-uan5,職員,153,,
tsit-giap8 hak8-hau7,職業學校,153,,
tsit-kang,職工、員工,153,uan5-kang,
tsit-bu7,職務,153,,
tsit-bun7,質問、疑問,153,,
tsiu7,就,153,,
tsiu7-si7,就是,153,,
tsiu2,酒,154,,
tsit8 kuan3 tsiu2,一瓶酒,154,tsit8 kan tsiu2,
tsiu3-tsua7,發誓,154,,
tsiu3,腐朽,154,,
tsiu3 khi2,齲齒,154,,
tsiu-khan,週刊的,154,,
tsiu-khan sin-bun5,週刊報紙,154,,
tsiu-khan tsap8-tsi3,週刊雜誌,154,,
tsiu2-tshai3,酒肴,154,,
tsiu2-tsing,酒精,154,,
tsiu-ui5,周圍,155,,
hi5-ti5 e5 tsiu-ui5,池塘的周圍,155,,
tsiu-ui5 e5 lang5,周圍的人、鄰居,155,,
tsiu7-tsit,就職（業）,155,tsiu7-giap8,
tsiu7-giap8 kho2-tshi3,就業考試,155,,
tsiunn,章,155,,
te7 goo7 tsiunn te7 tsap8 lak8 tsat,第五章第十六節,155,,
tsiunn7,痒,155,,
tsiunn,使漿硬,155,,
tsiunn-loo2,樟腦,156,,
tsiunn-loo2-iu5,樟腦油,156,,
tsiunn7,上、昇,156,,
tsiunn3,泥濘,156,,
tsiunn2-kuan3,獎券,156,,
tsng,裝、粧,156,,
tsng2-thau5-a2,手指、足指,157,,
kha tsng2-thau5-a2,腳趾、足趾,157,,
tsng,庄、鄉村,157,,
tshan5-tsng-lang5,鄉下人,157,,
tsng3,鑽,157,,
tsng3-a2,鑽子,157,,
tsng3,爬進、潛入,157,,
tsng3 jip8 khi3 khang-lai7,爬進孔裡,157,,
tsng3 loh8 khi3 tsui2 te2,潛入水裡,157,,
tsng-a2,磚,157,,
tso7,造,158,,
tso7 ku3,造句,158,,
tso3,做,158,,
tso7--jit8,前天,158,tsoh--jit8,
tso3 sing-li2,做生意,158,,
tso3 tsit8-e7,整個、忽然,158,,
tso3-hue2,一齊、一起,158,,
tso3-tin7,一齊,159,,
tso3-sit-lang5,農夫,159,,
tso3 e7 lai5,做得來,159,,
tso3 be7 lai5,做不來,159,,
tso3 e7 khi3,做得了,159,,
tso3 be7 khi3,做不了,159,,
tso3 li2,隨你⋯⋯好了,159,,
tso3 mue5-lang5,做婚事介紹人、媒介者,159,,
tsoo2-sian,祖先,160,,
tsoo-tsit,組織,160,,
tsoo2-tong3,阻止,160,,
tsoo7-tshiu2,助手,160,,
tsoo7-tsan7,贊助,160,,
tsoo7-san2-su7,助產士,161,san2-po5,
tsoo,組,161,tau3,
tsoo siu-im-ki,組收音機,161,,
tsoo oo-thoo-bai2,組機器脚踏車,161,,
tsoo,租,161,sue3,
tsua2,紙,161,,
po3-tsua2,報紙,161,,
sin-bun5,報紙,161,,
tsua5,蛇,161,,
tsua7,行,161,,
tsuan,專,162,,
tsuan-sim,專心,162,,
tsuan-ka,專家,162,,
tsuan5,全,162,kui,
tsuan5-ling5,全能,162,,
tsuan5-kok,全國,162,,
tsuan5-to2,全島,162,tsuan5-too2,
tsuann5-tsui2,泉水,162,,
tsuat8-tui3,絕對,163,,
tsuat8-bong7,絕望,163,,
tsuat8-ian5,絕緣,163,,
tsuat8-kau,絕交,163,,
tsuat8-pit,絕筆,163,,
tsue3,最,164,,
tsue3-kin7,最近,164,,
tsue3 au7 hit tiam2 tsing,最後那堂,164,,
tsue3-tse7,最多,164,,
tsue3-tsio2,最少,164,,
tsue7,罪,164,,
huan7-tsue7,犯罪,164,,
tsue7-jin5,罪人,164,,
tsong2-thong2,總統,164,,
tsiunn2 tsong2-thong2,蔣總統,164,,
tsong3-sik,葬事、葬儀,165,,
tsong-kau3,宗教,165,,
tsong7-hong2,情況、狀況,165,,
pinn7-lang5 e5 tsong7-hong2,病人的情況,165,,
gua7-bin7 e5 tsong7-hong2,外面的狀況,165,,
tsu2,主,165,,
tsu2-sik,主席,165,,
tsu2-lang5,主人,165,,
tsu2-jit8,主日,166,,
tsu2,煑,166,,
tsu2-png7,煑飯,166,,
tsu2-tshai3,煑菜,166,,
tsu7-iu5,自由,166,,
tsu7,自、從,166,,
tsu7 tsim2-ma2 khi2,從現在起,166,,
tsu7-jian5,自然,166,,
tsu7-jian5,自然（科）,166,,
tsu-suan3,珠算,166,,
tsu3-i3,注意,166,,
tsu2-tsiah8--e5,廚役,166,,
tsu-pun2,資本,167,,
tsu3-sia7,注射,167,,
tsu7-tsi2,住址,167,tsu7-soo2,
tsu7-ki2,自己,167,ka-ti7,ka-ki7
tsu7-su,自私、私心,167,su-sim,
tsu7-sat,自殺,167,,
tsu7-sin3,自信,167,,
tsu7-tsun-sim,自尊心,167,,
tsu7-siu2,自首,168,,
tsu7-siu2,自修,168,,
tsu7-ti7,自治,168,,
tsu2-gi7,主義,168,,
li7-ki2 tsu2-gi7,利己主義,168,,
tsu2-kau3,主教,168,,
tsu2-pin,主賓,168,,
tsu2-pit,主筆,168,,
tsu2-tsainn2,主宰,169,,
tsu2-tiunn,主張,169,,
tsu2-iau3,主要,169,,
tsu5-sian7,慈善,169,,
tsu5-sian7 pinn7-inn7,慈善醫院,169,,
tsu5-sian7 su7-giap8,慈善事業,169,,
tsu5-sian7 im-gak8-hue7,慈善音樂會,169,,
tsu-keh,資格,170,,
tsui2,水,170,,
sio-tsui2,熱水,170,,
hiann5 sio-tsui2,燒熱水,170,,
sio tsui2 pan5,熱水瓶,170,,
un -pan5,熱水瓶,170,,
sio-kuan3,熱水瓶,170,,
ling2-tsui2,冷水,170,,
kun2-tsui2,開水,170,,
tshinn-tsui2,生水,170,,
tsui2-to7,水稻、自來水,170,,
tsui2-to7 tsinn5,水費,170,,
siu tsui2-to7 tsinn5,收水費,171,,
siu tsuan7-na2-tsui2 tsinn5,收自來水費,171,,
tsui2-to7-thau5,水龍頭,171,,
tsui2-thang2,水桶,171,,
tsit8 thang2 tsui2,一桶水,171,,
tsui2-hun,水分,171,,
tsui2-thoo2,水土,171,,
tsui2-iu5,煤油,171,huan-na2-iu5,tsioh8-iu5
tsui2-ke,（青）蛙,171,,
tsui2-ke-thui2,（青）蛙腿,172,,
tsui3,醉,172,,
tsiu2-tsui3,醉酒、酒醉,172,,
tsui3-jin5,醉人,172,,
tsui2-tsai,水災,172,tso3 tua7-tsui2,
tsui2-guan5-te7,水源地,172,,
tsui2-gin5,水銀,172,,
tsui2-gu5,水牛,172,,
tsui2-kong2,水管,173,tsui2-kng2,
tsui2-kau2,水垢,173,,
tsui2-kinn5,水邊,173,,
tsui2-loo7,水路,173,,
tsui2-tshia,水車,173,,
tsui2-tsu,水痘,173,,
tsui2-tsing-khi3,水蒸氣,173,,
tsui2-tsun2,水準,173,,
tsui2-ka,膠,173,,
ing7 tsui2-ka liam5,用膠水黏牢,173,,
tsui2-tsinn,水晶,174,,
tsun5,船,174,,
tsun5-tiunn2,船長,174,,
tsun5-ting2,船上、甲板,174,,
tsun2,準（確）,174,,
tsun-king3,尊敬,174,,
tsun7,旋轉,174,,
tsun7--si2,熄滅,174,,
tsun7--loh8-khi3,轉（旋）下去,175,,
tsun7--khi2-lai5,轉（旋）上來,175,,
tsun2-pi7,準備,175,,
tsun,遵,175,,
tsun7-sann,紋乾衣服,175,,
e5,的,175,,
e5,個,176,,
e2,倭,176,,
e5,鞋,176,ue5,
e7,會、能,176,,
e7-tang3,能夠,177,,
e7-hiau2,會,177,,
e7-ing7--tit,行、可以用,178,,
e7 ki3--tit,記得,178,,
e7 jin7--tit,認得,178,,
e7 tsiah8--tit,可吃的,178,,
khah e7,比較會,178,,
e7 poo,今天下午,179,,
e7 poo si5,下午,179,,
e7 tau3,今天下午,179,,
e7 tau3 si5,下午,179,,
e7 sing5-kong,會成功,179,,
e2-kau2,啞、啞巴,179,,
e,碾,179,,
e7-te2 sann,內衣,180,,
e7-te2 khoo3,內褲,180,,
e7-kha,下面,180,,
e7-te2,下面、內面,180,,
e5-te2,鞋底,180,,
e7-hng,今天晚上,180,,
e7-hng-si5,晚間,180,ing-si5,
bin5-na2-e7-hng,明晚,180,,
tsang-e7-hng,昨晚,180,,
eh8,狹、狹隘的,180,,
eh8,噎,181,,
phah eh8,打噎,181,,
ek8-king,浴室,181,se2-ek8-king,
ek8,翻譯,181,,
ing-am3,今天晚上,181,,
ing-am3-si5,晚間,181,,
ing-gi2,英語,181,,
ing7,用,181,iong7,
ing5,閒,182,,
u7 ing5,有空,182,,
bo5 ing5,沒有空閒,182,,
khah u7 ing5,比較空閒,182,,
khah bo5 ing5,比較忙,182,,
ing-hiong5,英雄,182,,
ing2-hiong2,影響,182,,
ing2-sing,永生,182,,
ing3-kai,應該,182,ing-kai,
ing2-uan2,永遠,182,,
ing-uan2 e5 hok-khi3,永遠的福氣,182,,
ing2-kiu2,永久,182,ing2-uan2,
ing2-kiu2 be7 hai7,永不會壞,182,,
ing-hue,櫻花,183,,
ing2,波浪,183,,
ing-kok,英國,183,,
ing-bun5-huat,英文法,183,,
ing,多塵埃,183,,
ing5-ue7,閒話、閒談,183,han5-tam5,
ing5-iong2,營養,183,,
ing7-huat,用法,184,,
gam5,癌,184,,
ui7-gam5,胃癌,184,,
gam7,蠢、愚笨,184,,
gan2-kho,眼科,184,,
gan2-kho-i,眼科醫生,184,,
gan2-kho-i-inn7,眼科醫院,184,,
gau5,能幹、賢、聰明,185,,
ge5,牙,185,,
ge5-khi2,牙齒,185,,
ge5,芽,185,,
tau7-ge5,豆芽,186,,
beh8-ge5,麥芽糖、麥芽,186,,
ge7-sut8,藝術,186,,
ge7-sut8-ka,藝術家,186,,
ge3,嚙、咬,186,,
gi7-lun7,議論,186,,
gi7-uan5,議員,186,,
gi7-hue7,議會,186,,
gi5-bun7,疑問,187,,
gia5,夯、背,187,,
gia5,鵝,187,go5,
gia5-bah,鵝肉,187,go5-bah,
giah8,拿,187,,
giah8,舉、抬,187,gia5,
giah8-tshiu2,舉手,188,gia5-tshiu2,
giah8-thau5,抬頭,188,gia5-thau5,
giam5,嚴,188,,
giam5-tiong7,嚴重,188,,
giam2,厭、憎,188,,
giam7,驗,189,,
tshi3-giam7,試驗、檢驗,189,,
gian2-kiu3,研究,189,,
gian2-kiu3 to7-li2,研究道理,189,,
gian3,渴望,189,,
giau5-gi5,懷疑,189,,
gin2-na2,小孩子,190,,
gin5,銀,190,,
gin5-phio3,紙幣、現鈔,190,,
goo7 khoo-gin5,五元,190,,
nng7 kak-gin5,兩角錢、兩毛,190,,
gin5-hang5,銀行,190,,
gin5,睨視、睥視,190,,
giong7-giong7 bueh,幾乎、就要⋯⋯差一點就⋯⋯,191,,
giong2,仰,191,,
sin3-giong2,信仰,191,,
kiu2-giong2,久仰,191,,
go7--si2,餓死,191,,
go5,鵝,191,gia5,
goo7,五,191,,
goo7-kai2,誤解、誤會,192,goo7-hue7,
goo7-lok8,娛樂,192,,
goo7-lok8-sik,娛樂室、康樂室,192,,
gua2,我,192,,
gua7,外,192,,
i2-gua7,以外,192,,
tsap8 gua7 e5 lang5,十多個人,193,,
tsap8 gua7 khoo,十幾元,193,,
tsap8 khoo gua7,十元多,193,,
gua7 bin7,外面,193,,
gua7 sing2--e5,外省人,193,gua7 sing2 lang5,
gua7-kok,外國,193,,
gua7-kok lang5,外國人,193,,
gua7 kau3 lang5,外教人,193,,
gua7-kho,外科,193,,
gua7-kho pinn7-inn7,外科醫院,193,,
gua7-kho-i,外科醫生,193,,
gua7-kau,外交,193,,
gua7-kau-ka,外交家,194,,
gua7-kau-kuann,外交官,194,,
gua7-kau-uan5,外交員,194,,
gua7-phue5,外皮,194,,
gua7-pin,外賓,194,,
gua7-kuan,外觀,194,,
gua7-hing5,外形,194,gua7-kuan,
gua7-tik8,外敵,194,,
gua7-su7-kho3,外事課,194,,
gua7-ke,娘家,194,,
guan2,我們,195,gun2,
guan5-tan3,元旦,195,,
guan5-lai5,原來,195,,
guan5-li2,原理,195,,
guan5-in,原因,195,,
guan5-tsu2 tan5,原子彈,195,,
guan5-tsu2-ling5,原子能,195,,
guan5-tsoo2,元祖,195,,
guan5-su2,原始,195,guan5-si2,
guan5-su2-si5-tai7,原始時代,196,,
guan5-liau7,原料,196,,
guan5-ko2,原稿,196,,
guan5-ke3,原價,196,,
guan5-sue3,元帥,196,,
guan5-khi3,元氣,196,,
u7 guan5-khi3,有元氣,196,,
bo5 guan5-khi3,沒有元氣,196,,
guan5-liong7,原諒,197,,
guan5-ui7,原位,197,,
guan7-i3,願意,197,,
gueh8-jit8,個月,197,,
koo2-gueh8,個月,197,,
gueh8-kho2,月考,197,,
gueh8,月亮,198,gueh8-niu5,
gueh8-kip,月薪、薪水,198,,
gueh8-tai5,月台,198,,
gueh8-tai5-phio3,月台票,198,,
gong7,笨、戇,198,,
gong7 lang5,愚笨的人,198,,
gong7 tsa-boo2,笨女人,198,,
gong7-gin2-na2,笨孩子,198,,
gong5,暈,199,,
gu5,牛,199,,
gu5-iu5,牛油,199,,
gu5-bah,牛肉,199,,
tshiah gu5,黃牛,199,,
tsui2 gu5,水牛,199,,
gu5-ling,牛奶,199,,
gu5-ling-hun2,牛奶粉,199,,
gu5-tshia,牛車,199,,
gui5-hiam2,危險,199,,
gui5-ki,危機,200,,
kok-ka e5 gui5-ki,國家的危機,200,,
gui5-kip,危急,200,,
hah8,適合、一致,200,,
hai7--khi3,壞了,201,,
hai7,害,201,,
Li7-hai7,厲害,201,,
hai2,海,201,,
hai2-gua7,海外,201,,
hai2-bin7,海面,201,,
hai2-tsui2,海水,202,,
hai2-mi5,海綿,202,,
hai2-kuan,海關,202,,
hai2-ing2,波浪,202,ing2,
hai2-ing2 tsin tua7,波浪大,202,hai2-ing2 tsin kuan5,
hai2 tsin pinn5,海很平靜,202,,
hai2-huann7,海岸、海邊,202,hai2-kinn5,
hai2-hong,海風,202,,
hai2-tsui2-ek8,海水浴,202,,
hai2-gan7-suann3,海岸線,202,,
hainn3,搖動、振動,203,,
hainn3 tshian-tshiu,盪（打）鞦韆,203,,
hainn,呻吟,203,,
hak8-sing,學生,203,,
hak8-hau7,學校,203,,
kok-bin5 hak8-hau7,國民學校,204,,
kang-giap8 hak8-hau7,工業學校,204,,
siang-giap8 hak8-hau7,商業學校,204,,
su-huan7 hak8-hau7,師範學校,204,,
hak8-hui3,學費,204,,
hak8-ki5,學期,204,,
siang7 hak8-ki5,上學期,204,,
ha7 hak8-ki5,下學期,204,,
hak8-inn7,學院,204,,
ham-ban7,笨、愚昧的,204,,
ham5,含、和,204,,
pau-ham5,包含,205,,
han3,（漢）,205,,
se3 han3 gin2-na2,小孩子,205,,
tua7 han3 gin2-na2,大孩子,205,,
han2--tit,罕、很少,205,,
han2,造謠、留言,205,,
han-tsi5,甘薯、地瓜、蕃薯,205,,
han3-ji7,漢字,205,,
han5-kok,韓國,206,,
han3 tiau5,漢朝,206,,
han5-tam5,閒談,206,kong2-ing5-ue7,
han5-tai3,寒帶,206,,
han5-liu5,寒流,206,,
hang,烤、烘,206,,
